D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
5, myDE, sphere, 6.769e-06, 5.555e-12, 5.611e-12, 67.04
5, myFA, sphere, 7.259e-06, 4.354e-12, 4.398e-12, 558.90
5, myPSO, rastrigin, 8.557e-01, 1.070e+00, 1.080e+00, 697.10
5, myDE, rastrigin, 1.560e-01, 1.722e-01, 1.739e-01, 435.85
5, myFA, rastrigin, 4.816e+00, 7.737e+00, 7.815e+00, 1000.00
20, myPSO, sphere, 9.074e-06, 6.984e-13, 7.055e-13, 237.35
20, myDE, sphere, 6.846e-04, 3.681e-05, 3.718e-05, 408.92
20, myFA, sphere, 8.779e-06, 8.679e-13, 8.767e-13, 786.92
20, myPSO, rastrigin, 3.065e+01, 1.212e+02, 1.224e+02, 1000.00
20, myDE, rastrigin, 2.794e+01, 4.456e+02, 4.501e+02, 1000.00
20, myFA, rastrigin, 3.868e+01, 1.478e+02, 1.493e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.262e-06, 8.613e-12, 8.700e-12, 31.53
2, myDE, sphere, 4.424e-06, 8.912e-12, 9.002e-12, 22.49
2, myFA, sphere, 4.677e-06, 7.613e-12, 7.690e-12, 254.03
2, myPSO, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 77.25
2, myDE, rastrigin, 5.114e-06, 8.296e-12, 8.380e-12, 57.57
2, myFA, rastrigin, 9.737e-02, 5.922e-02, 5.982e-02, 747.39
5, myPSO, sphere, 7.325e-06, 4.851e-12, 4.900e-12, 70.28
5, myDE, sphere, 6.835e-06, 5.149e-12, 5.201e-12, 67.84
5, myFA, sphere, 7.639e-06, 3.859e-12, 3.898e-12, 554.27
5, myPSO, rastrigin, 8.258e-01, 6.148e-01, 6.211e-01, 708.51
5, myDE, rastrigin, 1.196e-01, 1.045e-01, 1.055e-01, 429.78
5, myFA, rastrigin, 4.946e+00, 8.363e+00, 8.447e+00, 998.64
20, myPSO, sphere, 9.110e-06, 6.396e-13, 6.460e-13, 241.40
20, myDE, sphere, 2.229e-03, 2.876e-04, 2.906e-04, 408.44
20, myFA, sphere, 8.860e-06, 8.652e-13, 8.739e-13, 784.35
20, myPSO, rastrigin, 3.117e+01, 1.074e+02, 1.085e+02, 1000.00
20, myDE, rastrigin, 2.833e+01, 3.155e+02, 3.187e+02, 1000.00
20, myFA, rastrigin, 3.936e+01, 1.391e+02, 1.405e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.162e-06, 9.532e-12, 9.628e-12, 33.39
2, myDE, sphere, 4.623e-06, 9.388e-12, 9.483e-12, 21.98
2, myFA, sphere, 5.395e-06, 8.396e-12, 8.481e-12, 230.76
2, myPSO, rastrigin, 4.450e-06, 8.639e-12, 8.726e-12, 68.92
2, myDE, rastrigin, 4.474e-06, 7.094e-12, 7.166e-12, 56.73
2, myFA, rastrigin, 1.466e-01, 6.275e-02, 6.338e-02, 804.99
5, myPSO, sphere, 7.031e-06, 3.995e-12, 4.035e-12, 71.38
5, myDE, sphere, 6.680e-06, 4.138e-12, 4.180e-12, 67.78
5, myFA, sphere, 6.758e-06, 6.422e-12, 6.487e-12, 559.19
5, myPSO, rastrigin, 9.552e-01, 8.498e-01, 8.583e-01, 762.58
5, myDE, rastrigin, 1.194e-01, 1.045e-01, 1.056e-01, 412.39
5, myFA, rastrigin, 4.616e+00, 6.662e+00, 6.729e+00, 1000.00
20, myPSO, sphere, 9.054e-06, 7.077e-13, 7.148e-13, 241.92
20, myDE, sphere, 3.242e-04, 2.733e-06, 2.760e-06, 381.30
20, myFA, sphere, 9.013e-06, 8.738e-13, 8.826e-13, 786.28
20, myPSO, rastrigin, 3.267e+01, 8.123e+01, 8.205e+01, 1000.00
20, myDE, rastrigin, 2.875e+01, 3.458e+02, 3.493e+02, 1000.00
20, myFA, rastrigin, 3.725e+01, 1.148e+02, 1.159e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.642e-06, 8.614e-12, 8.701e-12, 33.00
2, myDE, sphere, 4.906e-06, 8.377e-12, 8.461e-12, 22.60
2, myFA, sphere, 4.489e-06, 7.979e-12, 8.060e-12, 235.30
2, myPSO, rastrigin, 4.820e-06, 8.646e-12, 8.733e-12, 70.12
2, myDE, rastrigin, 4.462e-06, 9.061e-12, 9.153e-12, 59.46
2, myFA, rastrigin, 1.364e-01, 5.385e-02, 5.440e-02, 786.79
5, myPSO, sphere, 7.070e-06, 5.137e-12, 5.189e-12, 70.66
5, myDE, sphere, 7.068e-06, 4.479e-12, 4.524e-12, 68.22
5, myFA, sphere, 7.313e-06, 4.281e-12, 4.325e-12, 557.18
5, myPSO, rastrigin, 1.005e+00, 1.079e+00, 1.090e+00, 707.61
5, myDE, rastrigin, 9.281e-02, 8.094e-02, 8.176e-02, 423.05
5, myFA, rastrigin, 5.302e+00, 6.897e+00, 6.967e+00, 1000.00
20, myPSO, sphere, 9.079e-06, 5.852e-13, 5.911e-13, 238.51
20, myDE, sphere, 6.253e-05, 1.376e-07, 1.390e-07, 348.07
20, myFA, sphere, 8.999e-06, 6.698e-13, 6.766e-13, 786.26
20, myPSO, rastrigin, 3.350e+01, 1.126e+02, 1.137e+02, 1000.00
20, myDE, rastrigin, 2.998e+01, 4.807e+02, 4.855e+02, 1000.00
20, myFA, rastrigin, 3.906e+01, 1.373e+02, 1.387e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.845e-06, 8.931e-12, 9.021e-12, 31.30
2, myDE, sphere, 4.526e-06, 9.169e-12, 9.261e-12, 22.12
2, myFA, sphere, 4.844e-06, 7.961e-12, 8.041e-12, 239.89
2, myPSO, rastrigin, 5.666e-06, 8.361e-12, 8.446e-12, 69.22
2, myDE, rastrigin, 5.125e-06, 6.578e-12, 6.645e-12, 57.11
2, myFA, rastrigin, 1.170e-01, 4.332e-02, 4.376e-02, 788.90
5, myPSO, sphere, 7.060e-06, 4.017e-12, 4.057e-12, 70.70
5, myDE, sphere, 6.850e-06, 4.642e-12, 4.689e-12, 67.42
5, myFA, sphere, 7.174e-06, 4.422e-12, 4.467e-12, 548.79
5, myPSO, rastrigin, 1.154e+00, 1.400e+00, 1.414e+00, 796.78
5, myDE, rastrigin, 8.288e-02, 9.320e-02, 9.414e-02, 391.35
5, myFA, rastrigin, 4.397e+00, 8.191e+00, 8.274e+00, 994.10
20, myPSO, sphere, 8.907e-06, 8.347e-13, 8.431e-13, 239.51
20, myDE, sphere, 2.478e-04, 4.690e-06, 4.738e-06, 398.23
20, myFA, sphere, 8.891e-06, 9.016e-13, 9.107e-13, 789.88
20, myPSO, rastrigin, 3.166e+01, 8.661e+01, 8.748e+01, 1000.00
20, myDE, rastrigin, 2.897e+01, 4.421e+02, 4.465e+02, 1000.00
20, myFA, rastrigin, 3.800e+01, 1.357e+02, 1.371e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.659e-06, 8.248e-12, 8.331e-12, 32.68
2, myDE, sphere, 5.073e-06, 7.766e-12, 7.845e-12, 22.52
2, myFA, sphere, 4.542e-06, 8.611e-12, 8.698e-12, 244.34
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 79.09
2, myDE, rastrigin, 4.749e-06, 8.228e-12, 8.311e-12, 58.06
2, myFA, rastrigin, 1.153e-01, 6.023e-02, 6.084e-02, 733.45
5, myPSO, sphere, 7.007e-06, 4.548e-12, 4.594e-12, 70.88
5, myDE, sphere, 6.609e-06, 5.228e-12, 5.280e-12, 68.16
5, myFA, sphere, 7.098e-06, 4.713e-12, 4.760e-12, 564.09
5, myPSO, rastrigin, 1.224e+00, 1.205e+00, 1.217e+00, 841.16
5, myDE, rastrigin, 1.526e-01, 1.302e-01, 1.315e-01, 446.73
5, myFA, rastrigin, 4.972e+00, 9.228e+00, 9.321e+00, 1000.00
20, myPSO, sphere, 8.958e-06, 6.202e-13, 6.265e-13, 238.73
20, myDE, sphere, 1.850e-04, 5.757e-07, 5.815e-07, 389.13
20, myFA, sphere, 8.925e-06, 1.056e-12, 1.067e-12, 785.81
20, myPSO, rastrigin, 3.256e+01, 1.069e+02, 1.080e+02, 1000.00
20, myDE, rastrigin, 2.638e+01, 2.571e+02, 2.597e+02, 1000.00
20, myFA, rastrigin, 3.560e+01, 9.588e+01, 9.685e+01, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.126e-06, 9.975e-12, 1.008e-11, 31.86
2, myDE, sphere, 4.542e-06, 9.680e-12, 9.778e-12, 21.56
2, myFA, sphere, 4.869e-06, 8.730e-12, 8.819e-12, 250.81
2, myPSO, rastrigin, 5.021e-06, 9.007e-12, 9.098e-12, 69.98
2, myDE, rastrigin, 5.003e-06, 9.153e-12, 9.245e-12, 57.53
2, myFA, rastrigin, 1.494e-01, 7.149e-02, 7.221e-02, 804.11
5, myPSO, sphere, 7.017e-06, 4.952e-12, 5.002e-12, 71.56
5, myDE, sphere, 6.586e-06, 4.837e-12, 4.885e-12, 68.03
5, myFA, sphere, 7.258e-06, 4.198e-12, 4.241e-12, 558.43
5, myPSO, rastrigin, 9.155e-01, 5.479e-01, 5.534e-01, 824.90
5, myDE, rastrigin, 1.220e-01, 1.242e-01, 1.255e-01, 431.81
5, myFA, rastrigin, 5.180e+00, 9.075e+00, 9.167e+00, 998.54
20, myPSO, sphere, 9.090e-06, 4.163e-13, 4.205e-13, 237.91
20, myDE, sphere, 2.701e-03, 6.912e-04, 6.982e-04, 356.44
20, myFA, sphere, 8.809e-06, 1.280e-12, 1.293e-12, 784.13
20, myPSO, rastrigin, 3.241e+01, 1.304e+02, 1.317e+02, 1000.00
20, myDE, rastrigin, 2.644e+01, 4.132e+02, 4.174e+02, 1000.00
20, myFA, rastrigin, 3.621e+01, 1.213e+02, 1.225e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.967e-06, 8.008e-12, 8.089e-12, 33.10
2, myDE, sphere, 5.234e-06, 8.922e-12, 9.012e-12, 22.59
2, myFA, sphere, 4.732e-06, 8.774e-12, 8.863e-12, 233.45
2, myPSO, rastrigin, 5.439e-06, 8.929e-12, 9.019e-12, 68.31
2, myDE, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 67.21
2, myFA, rastrigin, 7.631e-02, 2.227e-02, 2.250e-02, 780.87
5, myPSO, sphere, 6.852e-06, 4.889e-12, 4.939e-12, 70.71
5, myDE, sphere, 6.537e-06, 4.836e-12, 4.884e-12, 67.98
5, myFA, sphere, 7.144e-06, 4.572e-12, 4.618e-12, 561.94
5, myPSO, rastrigin, 9.651e-01, 1.039e+00, 1.049e+00, 747.65
5, myDE, rastrigin, 9.950e-02, 8.909e-02, 8.999e-02, 408.02
5, myFA, rastrigin, 4.891e+00, 8.443e+00, 8.529e+00, 1000.00
20, myPSO, sphere, 9.148e-06, 4.969e-13, 5.019e-13, 240.95
20, myDE, sphere, 1.358e-04, 3.247e-07, 3.280e-07, 394.09
20, myFA, sphere, 8.784e-06, 1.168e-12, 1.180e-12, 785.66
20, myPSO, rastrigin, 3.060e+01, 9.377e+01, 9.472e+01, 1000.00
20, myDE, rastrigin, 3.090e+01, 5.583e+02, 5.640e+02, 1000.00
20, myFA, rastrigin, 3.938e+01, 1.270e+02, 1.283e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.651e-06, 7.577e-12, 7.653e-12, 31.74
2, myDE, sphere, 4.887e-06, 9.102e-12, 9.194e-12, 22.43
2, myFA, sphere, 4.985e-06, 7.335e-12, 7.409e-12, 246.76
2, myPSO, rastrigin, 1.990e-02, 1.940e-02, 1.960e-02, 87.72
2, myDE, rastrigin, 4.894e-06, 8.145e-12, 8.227e-12, 57.18
2, myFA, rastrigin, 1.194e-01, 5.000e-02, 5.050e-02, 814.58
5, myPSO, sphere, 7.134e-06, 4.984e-12, 5.035e-12, 69.91
5, myDE, sphere, 6.911e-06, 4.389e-12, 4.433e-12, 66.55
5, myFA, sphere, 7.149e-06, 4.660e-12, 4.707e-12, 561.12
5, myPSO, rastrigin, 8.457e-01, 6.212e-01, 6.275e-01, 727.26
5, myDE, rastrigin, 9.170e-02, 8.115e-02, 8.197e-02, 409.42
5, myFA, rastrigin, 4.974e+00, 7.236e+00, 7.309e+00, 998.75
20, myPSO, sphere, 8.932e-06, 9.609e-13, 9.706e-13, 243.30
20, myDE, sphere, 3.775e-03, 1.280e-03, 1.293e-03, 372.16
20, myFA, sphere, 8.918e-06, 8.744e-13, 8.832e-13, 785.71
20, myPSO, rastrigin, 3.177e+01, 9.383e+01, 9.478e+01, 1000.00
20, myDE, rastrigin, 2.792e+01, 4.523e+02, 4.568e+02, 1000.00
20, myFA, rastrigin, 3.865e+01, 1.344e+02, 1.357e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.443e-06, 7.871e-12, 7.950e-12, 31.88
2, myDE, sphere, 4.167e-06, 6.580e-12, 6.646e-12, 22.12
2, myFA, sphere, 5.062e-06, 8.763e-12, 8.852e-12, 241.46
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 78.94
2, myDE, rastrigin, 4.616e-06, 7.673e-12, 7.751e-12, 58.07
2, myFA, rastrigin, 1.738e-01, 7.933e-02, 8.013e-02, 833.48
5, myPSO, sphere, 7.252e-06, 4.900e-12, 4.950e-12, 70.57
5, myDE, sphere, 6.952e-06, 5.270e-12, 5.323e-12, 68.07
5, myFA, sphere, 7.074e-06, 3.742e-12, 3.779e-12, 558.28
5, myPSO, rastrigin, 1.085e+00, 9.912e-01, 1.001e+00, 768.66
5, myDE, rastrigin, 1.692e-01, 1.595e-01, 1.611e-01, 450.74
5, myFA, rastrigin, 4.949e+00, 6.868e+00, 6.938e+00, 998.77
20, myPSO, sphere, 9.207e-06, 4.084e-13, 4.125e-13, 241.08
20, myDE, sphere, 9.849e-04, 7.659e-05, 7.736e-05, 375.36
20, myFA, sphere, 8.953e-06, 7.225e-13, 7.298e-13, 784.53
20, myPSO, rastrigin, 3.130e+01, 1.050e+02, 1.061e+02, 1000.00
20, myDE, rastrigin, 3.122e+01, 4.678e+02, 4.725e+02, 1000.00
20, myFA, rastrigin, 4.027e+01, 1.183e+02, 1.195e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.352e-06, 8.567e-12, 8.653e-12, 31.32
2, myDE, sphere, 4.541e-06, 8.883e-12, 8.972e-12, 22.28
2, myFA, sphere, 4.679e-06, 8.543e-12, 8.629e-12, 241.86
2, myPSO, rastrigin, 5.131e-06, 8.454e-12, 8.540e-12, 69.96
2, myDE, rastrigin, 4.472e-06, 7.939e-12, 8.019e-12, 57.76
2, myFA, rastrigin, 1.340e-01, 5.251e-02, 5.304e-02, 806.65
5, myPSO, sphere, 7.208e-06, 4.369e-12, 4.413e-12, 70.72
5, myDE, sphere, 7.002e-06, 5.190e-12, 5.242e-12, 68.13
5, myFA, sphere, 6.937e-06, 4.993e-12, 5.044e-12, 556.74
5, myPSO, rastrigin, 8.955e-01, 6.237e-01, 6.300e-01, 747.24
5, myDE, rastrigin, 1.802e-01, 2.504e-01, 2.529e-01, 440.24
5, myFA, rastrigin, 4.875e+00, 7.662e+00, 7.740e+00, 997.40
20, myPSO, sphere, 8.885e-06, 7.227e-13, 7.300e-13, 239.01
20, myDE, sphere, 2.678e-05, 1.340e-08, 1.354e-08, 356.41
20, myFA, sphere, 8.897e-06, 7.753e-13, 7.831e-13, 786.68
20, myPSO, rastrigin, 3.476e+01, 1.153e+02, 1.164e+02, 1000.00
20, myDE, rastrigin, 2.773e+01, 4.742e+02, 4.790e+02, 1000.00
20, myFA, rastrigin, 3.846e+01, 1.715e+02, 1.732e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.604e-06, 6.957e-12, 7.027e-12, 31.61
2, myDE, sphere, 4.920e-06, 7.258e-12, 7.331e-12, 22.02
2, myFA, sphere, 4.957e-06, 8.617e-12, 8.704e-12, 235.94
2, myPSO, rastrigin, 4.768e-06, 7.803e-12, 7.882e-12, 70.61
2, myDE, rastrigin, 4.734e-06, 8.105e-12, 8.187e-12, 57.21
2, myFA, rastrigin, 1.117e-01, 4.151e-02, 4.193e-02, 810.54
5, myPSO, sphere, 7.288e-06, 4.614e-12, 4.660e-12, 71.17
5, myDE, sphere, 6.604e-06, 5.129e-12, 5.181e-12, 68.07
5, myFA, sphere, 6.881e-06, 4.815e-12, 4.863e-12, 554.91
5, myPSO, rastrigin, 9.552e-01, 6.914e-01, 6.984e-01, 769.14
5, myDE, rastrigin, 1.096e-01, 9.687e-02, 9.785e-02, 412.91
5, myFA, rastrigin, 4.462e+00, 7.735e+00, 7.813e+00, 998.47
20, myPSO, sphere, 9.118e-06, 5.660e-13, 5.717e-13, 237.55
20, myDE, sphere, 1.302e-05, 3.364e-10, 3.398e-10, 357.62
20, myFA, sphere, 8.915e-06, 7.530e-13, 7.607e-13, 785.74
20, myPSO, rastrigin, 3.065e+01, 1.088e+02, 1.099e+02, 1000.00
20, myDE, rastrigin, 2.836e+01, 4.551e+02, 4.597e+02, 1000.00
20, myFA, rastrigin, 3.847e+01, 1.280e+02, 1.293e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.748e-06, 8.322e-12, 8.406e-12, 32.56
2, myDE, sphere, 4.669e-06, 9.992e-12, 1.009e-11, 22.30
2, myFA, sphere, 4.675e-06, 8.089e-12, 8.171e-12, 247.09
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 80.62
2, myDE, rastrigin, 4.184e-06, 7.254e-12, 7.328e-12, 57.24
2, myFA, rastrigin, 1.406e-01, 3.944e-02, 3.984e-02, 814.71
5, myPSO, sphere, 6.981e-06, 4.908e-12, 4.957e-12, 69.98
5, myDE, sphere, 6.826e-06, 4.950e-12, 5.000e-12, 67.13
5, myFA, sphere, 6.848e-06, 4.464e-12, 4.510e-12, 549.62
5, myPSO, rastrigin, 1.060e+00, 8.500e-01, 8.586e-01, 798.33
5, myDE, rastrigin, 1.194e-01, 1.441e-01, 1.456e-01, 406.07
5, myFA, rastrigin, 4.614e+00, 6.588e+00, 6.654e+00, 998.20
20, myPSO, sphere, 9.004e-06, 8.186e-13, 8.268e-13, 240.87
20, myDE, sphere, 4.286e-05, 1.867e-08, 1.886e-08, 386.28
20, myFA, sphere, 8.836e-06, 1.027e-12, 1.037e-12, 785.00
20, myPSO, rastrigin, 3.092e+01, 8.899e+01, 8.989e+01, 1000.00
20, myDE, rastrigin, 2.487e+01, 2.385e+02, 2.409e+02, 1000.00
20, myFA, rastrigin, 3.913e+01, 1.746e+02, 1.763e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.262e-06, 9.099e-12, 9.191e-12, 31.07
2, myDE, sphere, 4.865e-06, 7.909e-12, 7.988e-12, 22.27
2, myFA, sphere, 4.343e-06, 9.081e-12, 9.173e-12, 242.29
2, myPSO, rastrigin, 5.331e-06, 8.861e-12, 8.950e-12, 70.08
2, myDE, rastrigin, 4.846e-06, 7.630e-12, 7.707e-12, 57.37
2, myFA, rastrigin, 1.340e-01, 6.107e-02, 6.169e-02, 819.40
5, myPSO, sphere, 7.048e-06, 4.403e-12, 4.447e-12, 69.52
5, myDE, sphere, 6.850e-06, 5.020e-12, 5.070e-12, 67.89
5, myFA, sphere, 6.833e-06, 4.277e-12, 4.321e-12, 560.10
5, myPSO, rastrigin, 8.756e-01, 7.579e-01, 7.656e-01, 752.11
5, myDE, rastrigin, 8.955e-02, 1.009e-01, 1.019e-01, 391.79
5, myFA, rastrigin, 4.474e+00, 5.408e+00, 5.463e+00, 997.59
20, myPSO, sphere, 8.918e-06, 8.779e-13, 8.868e-13, 240.35
20, myDE, sphere, 3.212e-04, 4.259e-06, 4.302e-06, 377.81
20, myFA, sphere, 8.897e-06, 1.018e-12, 1.028e-12, 785.65
20, myPSO, rastrigin, 3.416e+01, 1.034e+02, 1.045e+02, 1000.00
20, myDE, rastrigin, 2.731e+01, 3.696e+02, 3.733e+02, 1000.00
20, myFA, rastrigin, 3.899e+01, 1.430e+02, 1.445e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.859e-06, 8.435e-12, 8.520e-12, 31.82
2, myDE, sphere, 5.129e-06, 7.184e-12, 7.257e-12, 22.42
2, myFA, sphere, 4.996e-06, 7.182e-12, 7.255e-12, 244.63
2, myPSO, rastrigin, 5.450e-06, 9.233e-12, 9.327e-12, 68.14
2, myDE, rastrigin, 4.381e-06, 7.635e-12, 7.712e-12, 56.34
2, myFA, rastrigin, 1.094e-01, 4.081e-02, 4.123e-02, 814.63
5, myPSO, sphere, 6.748e-06, 5.635e-12, 5.692e-12, 70.74
5, myDE, sphere, 6.498e-06, 6.472e-12, 6.538e-12, 68.34
5, myFA, sphere, 7.114e-06, 4.645e-12, 4.692e-12, 557.87
5, myPSO, rastrigin, 8.756e-01, 7.975e-01, 8.055e-01, 705.53
5, myDE, rastrigin, 8.432e-02, 9.372e-02, 9.467e-02, 403.89
5, myFA, rastrigin, 4.582e+00, 5.776e+00, 5.835e+00, 1000.00
20, myPSO, sphere, 9.048e-06, 7.636e-13, 7.713e-13, 241.50
20, myDE, sphere, 1.179e-03, 9.501e-05, 9.597e-05, 367.95
20, myFA, sphere, 8.835e-06, 9.477e-13, 9.573e-13, 783.93
20, myPSO, rastrigin, 3.045e+01, 1.031e+02, 1.041e+02, 1000.00
20, myDE, rastrigin, 2.842e+01, 3.485e+02, 3.520e+02, 1000.00
20, myFA, rastrigin, 3.955e+01, 1.287e+02, 1.300e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.842e-06, 9.909e-12, 1.001e-11, 32.09
2, myDE, sphere, 4.320e-06, 6.392e-12, 6.456e-12, 21.68
2, myFA, sphere, 5.294e-06, 8.623e-12, 8.710e-12, 238.37
2, myPSO, rastrigin, 4.755e-06, 8.059e-12, 8.141e-12, 70.48
2, myDE, rastrigin, 4.521e-06, 7.939e-12, 8.019e-12, 56.93
2, myFA, rastrigin, 1.081e-01, 3.512e-02, 3.547e-02, 799.94
5, myPSO, sphere, 7.081e-06, 5.110e-12, 5.161e-12, 69.43
5, myDE, sphere, 6.905e-06, 4.371e-12, 4.415e-12, 67.73
5, myFA, sphere, 7.482e-06, 3.943e-12, 3.982e-12, 557.54
5, myPSO, rastrigin, 7.263e-01, 5.515e-01, 5.571e-01, 701.22
5, myDE, rastrigin, 7.988e-02, 7.282e-02, 7.356e-02, 395.21
5, myFA, rastrigin, 4.983e+00, 7.672e+00, 7.750e+00, 1000.00
20, myPSO, sphere, 8.940e-06, 8.034e-13, 8.115e-13, 236.94
20, myDE, sphere, 1.103e-03, 5.712e-05, 5.770e-05, 398.27
20, myFA, sphere, 8.994e-06, 7.395e-13, 7.470e-13, 783.03
20, myPSO, rastrigin, 3.277e+01, 1.109e+02, 1.120e+02, 1000.00
20, myDE, rastrigin, 2.809e+01, 2.829e+02, 2.857e+02, 1000.00
20, myFA, rastrigin, 3.947e+01, 1.250e+02, 1.263e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.730e-06, 8.277e-12, 8.360e-12, 30.80
2, myDE, sphere, 4.672e-06, 8.437e-12, 8.523e-12, 22.06
2, myFA, sphere, 5.184e-06, 9.600e-12, 9.697e-12, 243.10
2, myPSO, rastrigin, 5.126e-06, 8.689e-12, 8.777e-12, 69.69
2, myDE, rastrigin, 5.057e-06, 8.402e-12, 8.487e-12, 57.02
2, myFA, rastrigin, 1.337e-01, 5.694e-02, 5.751e-02, 804.68
5, myPSO, sphere, 6.702e-06, 5.084e-12, 5.135e-12, 71.37
5, myDE, sphere, 6.656e-06, 4.462e-12, 4.507e-12, 67.39
5, myFA, sphere, 6.863e-06, 4.488e-12, 4.533e-12, 557.20
5, myPSO, rastrigin, 1.154e+00, 1.776e+00, 1.794e+00, 769.83
5, myDE, rastrigin, 1.194e-01, 1.045e-01, 1.056e-01, 423.98
5, myFA, rastrigin, 4.848e+00, 7.772e+00, 7.851e+00, 997.61
20, myPSO, sphere, 9.007e-06, 8.428e-13, 8.513e-13, 241.02
20, myDE, sphere, 3.851e-04, 3.135e-06, 3.167e-06, 376.86
20, myFA, sphere, 8.638e-06, 1.249e-12, 1.261e-12, 784.60
20, myPSO, rastrigin, 3.328e+01, 1.135e+02, 1.147e+02, 1000.00
20, myDE, rastrigin, 3.323e+01, 5.685e+02, 5.742e+02, 1000.00
20, myFA, rastrigin, 3.970e+01, 1.314e+02, 1.327e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.723e-06, 7.866e-12, 7.945e-12, 30.39
2, myDE, sphere, 4.507e-06, 7.658e-12, 7.735e-12, 21.80
2, myFA, sphere, 5.022e-06, 7.873e-12, 7.953e-12, 244.41
2, myPSO, rastrigin, 4.546e-06, 7.142e-12, 7.214e-12, 71.85
2, myDE, rastrigin, 4.375e-06, 8.284e-12, 8.368e-12, 57.03
2, myFA, rastrigin, 1.325e-01, 5.076e-02, 5.128e-02, 828.30
5, myPSO, sphere, 7.172e-06, 3.753e-12, 3.791e-12, 69.87
5, myDE, sphere, 6.816e-06, 4.733e-12, 4.781e-12, 67.64
5, myFA, sphere, 7.384e-06, 4.941e-12, 4.991e-12, 558.26
5, myPSO, rastrigin, 1.094e+00, 1.257e+00, 1.270e+00, 785.09
5, myDE, rastrigin, 1.100e-01, 9.691e-02, 9.789e-02, 444.14
5, myFA, rastrigin, 4.738e+00, 7.146e+00, 7.218e+00, 998.61
20, myPSO, sphere, 9.045e-06, 6.843e-13, 6.912e-13, 241.36
20, myDE, sphere, 1.942e-04, 1.947e-06, 1.967e-06, 369.42
20, myFA, sphere, 8.794e-06, 7.543e-13, 7.619e-13, 784.76
20, myPSO, rastrigin, 3.039e+01, 9.598e+01, 9.695e+01, 1000.00
20, myDE, rastrigin, 2.600e+01, 3.325e+02, 3.359e+02, 1000.00
20, myFA, rastrigin, 4.032e+01, 1.110e+02, 1.121e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.025e-06, 8.581e-12, 8.668e-12, 31.55
2, myDE, sphere, 4.283e-06, 8.117e-12, 8.199e-12, 22.59
2, myFA, sphere, 5.189e-06, 7.486e-12, 7.562e-12, 236.50
2, myPSO, rastrigin, 5.107e-06, 8.093e-12, 8.175e-12, 72.82
2, myDE, rastrigin, 4.229e-06, 7.924e-12, 8.004e-12, 57.58
2, myFA, rastrigin, 1.060e-01, 5.723e-02, 5.780e-02, 750.69
5, myPSO, sphere, 7.008e-06, 4.553e-12, 4.599e-12, 70.38
5, myDE, sphere, 6.793e-06, 4.971e-12, 5.021e-12, 67.15
5, myFA, sphere, 7.412e-06, 4.035e-12, 4.076e-12, 560.71
5, myPSO, rastrigin, 8.959e-01, 7.030e-01, 7.101e-01, 760.87
5, myDE, rastrigin, 1.194e-01, 1.045e-01, 1.056e-01, 412.31
5, myFA, rastrigin, 4.955e+00, 8.742e+00, 8.830e+00, 998.67
20, myPSO, sphere, 9.000e-06, 7.721e-13, 7.799e-13, 240.51
20, myDE, sphere, 7.447e-05, 8.698e-08, 8.786e-08, 383.45
